,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
0,As of Date: 5/7/2023Current,24.59B,N/A,6.52,7.02,N/A,1.86,1.85,N/A,N/A
1,3/31/2023,25.36B,N/A,6.38,7.09,N/A,2.06,1.88,N/A,N/A
2,12/31/2022,26.73B,N/A,6.35,6.85,N/A,2.20,1.97,N/A,N/A
3,9/30/2022,24.84B,N/A,5.90,6.03,N/A,2.22,1.95,N/A,N/A
4,6/30/2022,26.03B,N/A,5.56,6.43,N/A,2.28,2.10,N/A,N/A
5,3/31/2022,30.96B,N/A,6.18,7.73,N/A,2.73,2.51,N/A,N/A
6,12/31/2021,33.32B,N/A,6.89,8.56,0.38,2.96,2.73,N/A,N/A
7,9/30/2021,36.21B,N/A,7.85,9.62,0.43,3.16,2.99,N/A,N/A
8,6/30/2021,35.63B,N/A,13.31,9.68,0.44,3.30,3.21,N/A,N/A
9,3/31/2021,29.07B,N/A,26.39,11.05,0.85,2.63,2.96,N/A,N/A
10,12/31/2020,27.76B,N/A,27.77,13.12,0.33,2.49,3.02,N/A,N/A
11,9/30/2020,17.71B,N/A,18.23,9.17,N/A,1.58,2.06,N/A,N/A
12,6/30/2020,15.35B,N/A,7.50,9.84,0.35,1.36,1.69,N/A,N/A
13,3/31/2020,10.93B,N/A,3.93,4.15,1.41,1.00,0.97,N/A,N/A
14,12/31/2019,26.31B,N/A,9.60,8.83,3.10,2.44,2.36,N/A,N/A
15,9/30/2019,25.54B,N/A,9.51,8.50,3.03,2.42,2.34,N/A,N/A
16,6/30/2019,25.12B,N/A,9.56,8.87,2.06,2.41,2.32,N/A,N/A
17,3/31/2019,23.22B,N/A,9.13,8.27,N/A,2.29,2.19,N/A,N/A
18,12/31/2018,19.55B,N/A,8.71,6.79,1.21,1.97,1.87,N/A,N/A
19,9/30/2018,26.20B,N/A,12.12,8.84,1.58,2.66,2.50,N/A,N/A
20,6/30/2018,24.26B,N/A,12.12,9.08,1.62,2.54,2.35,N/A,N/A
21,3/31/2018,25.43B,N/A,13.27,9.36,1.51,2.72,2.45,N/A,N/A
22,12/31/2017,27.95B,N/A,13.22,11.67,12.96,3.05,2.59,N/A,N/A
23,9/30/2017,24.01B,N/A,11.14,9.78,10.87,2.67,2.21,N/A,N/A
24,6/30/2017,23.33B,N/A,10.63,10.35,1.80,2.69,2.18,N/A,N/A
25,3/31/2017,26.15B,N/A,11.85,11.21,1.95,3.05,2.43,N/A,N/A
26,12/31/2016,28.43B,N/A,13.08,11.82,5.37,3.34,2.60,N/A,N/A
27,9/30/2016,22.42B,N/A,10.61,9.19,3.75,2.70,2.07,N/A,N/A
28,6/30/2016,21.79B,N/A,10.31,9.44,3.85,2.62,2.03,N/A,N/A
29,3/31/2016,21.09B,N/A,9.93,8.32,2.77,2.55,1.97,N/A,N/A
30,12/31/2015,22.61B,N/A,11.03,9.45,4.50,2.77,2.10,N/A,N/A
31,9/30/2015,22.33B,N/A,10.72,9.24,6.16,2.74,2.09,N/A,N/A
32,6/30/2015,25.20B,N/A,11.83,10.06,3.25,3.07,2.37,N/A,N/A
33,3/31/2015,25.05B,N/A,11.50,9.65,2.47,3.08,2.37,N/A,N/A
34,12/31/2014,29.42B,N/A,12.45,12.14,3.11,3.58,2.74,N/A,N/A
35,9/30/2014,29.32B,N/A,12.63,11.43,2.43,3.62,2.71,N/A,N/A
36,6/30/2014,28.84B,N/A,12.55,10.91,5.45,3.59,2.76,N/A,N/A
37,3/31/2014,27.26B,N/A,11.73,10.27,5.13,3.45,2.66,N/A,N/A
38,12/31/2013,26.42B,N/A,12.43,10.75,N/A,3.76,2.63,N/A,N/A
39,9/30/2013,24.20B,N/A,11.23,9.86,N/A,3.40,2.45,N/A,N/A
40,6/30/2013,23.36B,N/A,10.59,9.36,N/A,3.20,2.38,N/A,N/A
41,3/31/2013,22.21B,N/A,9.96,8.40,N/A,3.01,2.24,N/A,N/A
42,12/31/2012,19.19B,N/A,8.57,8.14,N/A,2.59,1.94,N/A,N/A
43,11/30/2012,20.72B,N/A,9.33,9.73,N/A,2.83,2.13,N/A,N/A
44,8/31/2012,19.65B,N/A,8.92,8.87,2.77,2.74,2.15,N/A,N/A
45,5/31/2012,17.13B,N/A,7.68,8.53,1.07,2.43,1.94,N/A,N/A
46,2/29/2012,15.91B,N/A,6.82,8.77,0.44,2.25,1.80,N/A,N/A
47,11/30/2011,12.60B,N/A,5.87,7.41,0.69,1.83,1.53,N/A,N/A
48,8/31/2011,13.54B,N/A,6.71,8.47,0.85,2.00,1.69,N/A,N/A
49,5/31/2011,13.01B,N/A,7.87,9.30,1.55,1.80,1.73,N/A,N/A
50,2/28/2011,11.86B,N/A,9.54,9.91,1.65,1.81,1.72,N/A,N/A
51,11/30/2010,9.96B,N/A,14.98,9.95,1.66,1.51,1.54,N/A,N/A
52,8/31/2010,7.90B,N/A,12.19,N/A,N/A,1.19,1.29,N/A,N/A
53,5/31/2010,7.32B,N/A,7.01,N/A,N/A,1.04,1.04,N/A,N/A
54,2/28/2010,7.42B,N/A,5.71,10.16,1.33,1.02,1.02,N/A,N/A
55,11/30/2009,8.39B,N/A,6.47,19.68,2.57,1.15,1.15,N/A,N/A
56,8/31/2009,7.46B,N/A,5.07,N/A,N/A,0.88,1.03,N/A,N/A
57,5/31/2009,4.60B,N/A,4.90,N/A,N/A,0.74,0.77,N/A,N/A
58,2/28/2009,2.75B,N/A,2.60,N/A,N/A,0.44,0.46,N/A,N/A
59,11/30/2008,4.91B,N/A,10.88,N/A,-1.48,0.76,0.82,N/A,N/A
60,8/31/2008,7.89B,N/A,15.09,N/A,N/A,1.24,1.35,N/A,N/A
61,5/31/2008,8.22B,N/A,14.41,N/A,-2.48,1.28,1.45,N/A,N/A
62,2/29/2008,7.23B,N/A,12.68,N/A,N/A,1.12,1.28,N/A,N/A
63,11/30/2007,8.30B,N/A,14.12,N/A,N/A,1.32,1.48,N/A,N/A
64,8/31/2007,11.05B,N/A,13.30,N/A,N/A,1.83,1.95,N/A,N/A
